"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Sbd de sexta","22 Fev 2025, 15:17","22 Fev 2025, 17:45","","Agachamento (Barra)",,"",4,"normal",165,2,,,
"Sbd de sexta","22 Fev 2025, 15:17","22 Fev 2025, 17:45","","Agachamento (Barra)",,"",5,"normal",165,2,,,
"Sbd de sexta","22 Fev 2025, 15:17","22 Fev 2025, 17:45","","Agachamento (Barra)",,"",6,"normal",130,5,,,
"Sbd de sexta","22 Fev 2025, 15:17","22 Fev 2025, 17:45","","Agachamento (Barra)",,"",7,"normal",130,5,,,
"Sbd de sexta","22 Fev 2025, 15:17","22 Fev 2025, 17:45","","Supino (Barra)",,"",0,"normal",40,8,,,
"Sbd de sexta","22 Fev 2025, 15:17","22 Fev 2025, 17:45","","Supino (Barra)",,"",1,"normal",70,6,,,
"Sbd de sexta","22 Fev 2025, 15:17","22 Fev 2025, 17:45","","Supino (Barra)",,"",2,"normal",90,2,,,
"Sbd de sexta","22 Fev 2025, 15:17","22 Fev 2025, 17:45","","Supino (Barra)",,"",3,"normal",100,2,,,
"Sbd de sexta","22 Fev 2025, 15:17","22 Fev 2025, 17:45","","Supino (Barra)",,"",4,"normal",100,2,,,
"Sbd de sexta","22 Fev 2025, 15:17","22 Fev 2025, 17:45","","Supino (Barra)",,"",5,"normal",80,5,,,
"Sbd de sexta","22 Fev 2025, 15:17","22 Fev 2025, 17:45","","Supino (Barra)",,"",6,"normal",80,5,,,
"Sbd de sexta","22 Fev 2025, 15:17","22 Fev 2025, 17:45","","Levantamento Terra (Barra)",,"",0,"normal",60,10,,,
"Sbd de sexta","22 Fev 2025, 15:17","22 Fev 2025, 17:45","","Levantamento Terra (Barra)",,"",1,"normal",100,5,,,
"Sbd de sexta","22 Fev 2025, 15:17","22 Fev 2025, 17:45","","Levantamento Terra (Barra)",,"",2,"normal",140,3,,,
"Sbd de sexta","22 Fev 2025, 15:17","22 Fev 2025, 17:45","","Levantamento Terra (Barra)",,"",3,"normal",170,2,,,
"Sbd de sexta","22 Fev 2025, 15:17","22 Fev 2025, 17:45","","Levantamento Terra (Barra)",,"",4,"normal",190,2,,,
"Sbd de sexta","22 Fev 2025, 15:17","22 Fev 2025, 17:45","","Levantamento Terra (Barra)",,"",5,"normal",190,2,,,
"Sbd de sexta","22 Fev 2025, 15:17","22 Fev 2025, 17:45","","Levantamento Terra (Barra)",,"",6,"normal",170,5,,,
"Sbd de sexta","22 Fev 2025, 15:17","22 Fev 2025, 17:45","","Levantamento Terra (Barra)",,"",7,"normal",170,5,,,
"Treino 2 e a","19 Fev 2025, 21:02","19 Fev 2025, 22:40","","Agachamento (Barra)",,"",0,"normal",60,5,,,
"Treino 2 e a","19 Fev 2025, 21:02","19 Fev 2025, 22:40","","Agachamento (Barra)",,"",1,"normal",95,3,,,
"Treino 2 e a","19 Fev 2025, 21:02","19 Fev 2025, 22:40","","Agachamento (Barra)",,"",2,"normal",125,2,,,
"Treino 2 e a","19 Fev 2025, 21:02","19 Fev 2025, 22:40","","Agachamento (Barra)",,"",3,"normal",125,2,,,
"Treino 2 e a","19 Fev 2025, 21:02","19 Fev 2025, 22:40","","Agachamento (Barra)",,"",4,"normal",125,2,,,
"Treino 2 e a","19 Fev 2025, 21:02","19 Fev 2025, 22:40","","Supino (Barra)",,"",0,"normal",60,8,,,
"Treino 2 e a","19 Fev 2025, 21:02","19 Fev 2025, 22:40","","Supino (Barra)",,"",1,"normal",90,3,,,
"Treino 2 e a","19 Fev 2025, 21:02","19 Fev 2025, 22:40","","Supino (Barra)",,"",2,"normal",90,3,,,
"Treino 2 e a","19 Fev 2025, 21:02","19 Fev 2025, 22:40","","Supino (Barra)",,"",3,"normal",90,3,,,
"Treino 2 e a","19 Fev 2025, 21:02","19 Fev 2025, 22:40","","Supino (Barra)",,"",4,"normal",90,3,,,
"Treino 2 e a","19 Fev 2025, 21:02","19 Fev 2025, 22:40","","Desenvolvimento Militar (De Pé) (Barra)",,"",0,"normal",20,8,,,
"Treino 2 e a","19 Fev 2025, 21:02","19 Fev 2025, 22:40","","Desenvolvimento Militar (De Pé) (Barra)",,"",1,"normal",40,8,,,
"Treino 2 e a","19 Fev 2025, 21:02","19 Fev 2025, 22:40","","Desenvolvimento Militar (De Pé) (Barra)",,"",2,"normal",60,3,,,
"Treino 2 e a","19 Fev 2025, 21:02","19 Fev 2025, 22:40","","Desenvolvimento Militar (De Pé) (Barra)",,"",3,"normal",60,3,,,
"Treino 2 e a","19 Fev 2025, 21:02","19 Fev 2025, 22:40","","Desenvolvimento Militar (De Pé) (Barra)",,"",4,"normal",60,3,,,
"Treino 2 e a","19 Fev 2025, 21:02","19 Fev 2025, 22:40","","Desenvolvimento Militar (De Pé) (Barra)",,"",5,"normal",60,3,,,
"Sbd de sexta","15 Fev 2025, 14:49","15 Fev 2025, 16:03","","Agachamento (Barra)",,"",0,"normal",60,6,,,
"Sbd de sexta","15 Fev 2025, 14:49","15 Fev 2025, 16:03","","Agachamento (Barra)",,"",1,"normal",80,5,,,
"Sbd de sexta","15 Fev 2025, 14:49","15 Fev 2025, 16:03","","Agachamento (Barra)",,"",2,"normal",110,4,,,
"Sbd de sexta","15 Fev 2025, 14:49","15 Fev 2025, 16:03","","Agachamento (Barra)",,"",3,"normal",135,3,,,
"Sbd de sexta","15 Fev 2025, 14:49","15 Fev 2025, 16:03","","Agachamento (Barra)",,"",4,"normal",135,3,,,
"Sbd de sexta","15 Fev 2025, 14:49","15 Fev 2025, 16:03","","Supino (Barra)",,"",0,"normal",40,8,,,
"Sbd de sexta","15 Fev 2025, 14:49","15 Fev 2025, 16:03","","Supino (Barra)",,"",1,"normal",70,6,,,
"Sbd de sexta","15 Fev 2025, 14:49","15 Fev 2025, 16:03","","Supino (Barra)",,"",2,"normal",90,3,,,
"Sbd de sexta","15 Fev 2025, 14:49","15 Fev 2025, 16:03","","Supino (Barra)",,"",3,"normal",90,3,,,
"Sbd de sexta","15 Fev 2025, 14:49","15 Fev 2025, 16:03","","Levantamento Terra (Barra)",,"",0,"normal",60,10,,,
"Sbd de sexta","15 Fev 2025, 14:49","15 Fev 2025, 16:03","","Levantamento Terra (Barra)",,"",1,"normal",100,5,,,
"Sbd de sexta","15 Fev 2025, 14:49","15 Fev 2025, 16:03","","Levantamento Terra (Barra)",,"",2,"normal",140,3,,,
"Sbd de sexta","15 Fev 2025, 14:49","15 Fev 2025, 16:03","","Levantamento Terra (Barra)",,"",3,"normal",170,3,,,
"Sbd de sexta","15 Fev 2025, 14:49","15 Fev 2025, 16:03","","Levantamento Terra (Barra)",,"",4,"normal",170,3,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Cadeira Flexora (Máquina)",,"",0,"normal",50,15,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Cadeira Flexora (Máquina)",,"",1,"normal",100,8,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Cadeira Flexora (Máquina)",,"",2,"normal",100,8,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Cadeira Flexora (Máquina)",,"",3,"normal",100,8,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Cadeira Flexora (Máquina)",,"",4,"normal",100,8,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Flexão de Pernas em Pé",,"",0,"normal",32.5,8,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Flexão de Pernas em Pé",,"",1,"normal",32.5,8,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Flexão de Pernas em Pé",,"",2,"normal",32.5,8,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Leg Press 45º (Máquina)",,"",0,"normal",200,12,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Leg Press 45º (Máquina)",,"",1,"normal",320,6,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Leg Press 45º (Máquina)",,"",2,"normal",320,6,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Leg Press 45º (Máquina)",,"",3,"normal",320,6,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Elevação Pélvica (Barra)",,"",0,"normal",100,12,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Elevação Pélvica (Barra)",,"",1,"normal",220,8,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Elevação Pélvica (Barra)",,"",2,"normal",220,8,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Elevação Pélvica (Barra)",,"",3,"normal",220,8,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Agachamento Búlgaro",,"",0,"normal",30,8,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Agachamento Búlgaro",,"",1,"normal",30,8,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Agachamento Búlgaro",,"",2,"normal",30,8,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Cadeira Extensora (Máquina)",,"",0,"normal",58,12,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Cadeira Extensora (Máquina)",,"",1,"normal",58,12,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Cadeira Extensora (Máquina)",,"",2,"normal",58,12,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Cadeira Extensora (Máquina)",,"",3,"normal",58,12,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",0,"normal",100,12,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",1,"normal",100,10,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",2,"normal",100,8,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",3,"normal",100,8,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",4,"normal",100,8,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Abdominal Na Máquina",,"",0,"normal",27,15,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Abdominal Na Máquina",,"",1,"normal",66,8,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Abdominal Na Máquina",,"",2,"normal",66,8,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Abdominal Na Máquina",,"",3,"normal",66,8,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Levantamento De Joelhos Nas Barras Paralelas",,"",0,"normal",,12,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Levantamento De Joelhos Nas Barras Paralelas",,"",1,"normal",,12,,,
"Treino b, full leg day","13 Fev 2025, 19:55","13 Fev 2025, 22:16","","Levantamento De Joelhos Nas Barras Paralelas",,"",2,"normal",,12,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Agachamento (Barra)",,"",0,"normal",60,5,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Agachamento (Barra)",,"",1,"normal",95,5,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Agachamento (Barra)",,"",2,"normal",115,4,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Agachamento (Barra)",,"",3,"normal",115,4,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Agachamento (Barra)",,"",4,"normal",115,4,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Supino (Barra)",,"",0,"normal",60,8,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Supino (Barra)",,"",1,"normal",90,3,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Supino (Barra)",,"",2,"normal",90,3,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Supino (Barra)",,"",3,"normal",90,3,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Supino (Barra)",,"",4,"normal",90,3,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Desenvolvimento Militar (De Pé) (Barra)",,"",0,"normal",20,8,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Desenvolvimento Militar (De Pé) (Barra)",,"",1,"normal",30,8,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Desenvolvimento Militar (De Pé) (Barra)",,"",2,"normal",50,8,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Desenvolvimento Militar (De Pé) (Barra)",,"",3,"normal",50,8,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Desenvolvimento Militar (De Pé) (Barra)",,"",4,"normal",50,8,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Desenvolvimento Militar (De Pé) (Barra)",,"",5,"normal",50,8,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Supino Inclinado (Halter)",,"",0,"normal",18,15,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Supino Inclinado (Halter)",,"",1,"normal",28,8,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Supino Inclinado (Halter)",,"",2,"normal",28,8,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Supino Inclinado (Halter)",,"",3,"normal",28,8,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Crucifixo Reto (Halter)",,"",0,"normal",18,12,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Crucifixo Reto (Halter)",,"",1,"normal",18,12,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Crucifixo Reto (Halter)",,"",2,"normal",18,12,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Elevação Lateral (Halter)",,"",0,"normal",55,8,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Elevação Lateral (Halter)",,"",1,"normal",55,8,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Elevação Lateral (Halter)",,"",2,"normal",55,8,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Tríceps na Polia com Corda",,"",0,"normal",20,15,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Tríceps na Polia com Corda",,"",1,"normal",27,8,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Tríceps na Polia com Corda",,"",2,"normal",29,8,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Tríceps na Polia com Corda",,"",3,"normal",29,8,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Tríceps na Polia com Corda",,"",4,"normal",29,8,,,
"Treino 2 e a","12 Fev 2025, 19:59","12 Fev 2025, 22:32","","Tríceps na Polia com Corda",,"",5,"normal",29,8,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Barra Fixa (Com Peso)",,"",0,"normal",16,8,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Barra Fixa (Com Peso)",,"",1,"normal",16,6,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Barra Fixa (Com Peso)",,"",2,"normal",16,6,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Barra Fixa (Com Peso)",,"",3,"normal",16,6,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Remadas Dobradas (Barra)",,"",0,"normal",55,15,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Remadas Dobradas (Barra)",,"",1,"normal",100,8,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Remadas Dobradas (Barra)",,"",2,"normal",100,8,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Remadas Dobradas (Barra)",,"",3,"normal",100,8,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Remada (Halter)",,"",0,"normal",50,24,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Remada (Halter)",,"",1,"normal",50,24,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Remada (Halter)",,"",2,"normal",50,24,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Remada (Corda) Sentado - Pegas Afastadas",,"",0,"normal",100,8,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Remada (Corda) Sentado - Pegas Afastadas",,"",1,"normal",100,8,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Remada (Corda) Sentado - Pegas Afastadas",,"",2,"normal",100,8,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Elevação Lateral (Halter)",,"",0,"normal",20,8,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Elevação Lateral (Halter)",,"",1,"normal",20,8,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Elevação Lateral (Halter)",,"",2,"normal",20,8,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Elevação Lateral (Halter)",,"",3,"normal",20,8,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Elevação Lateral (Halter)",,"",4,"normal",,8,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Rosca Direta na Barra W",,"",0,"normal",17.5,15,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Rosca Direta na Barra W",,"",1,"normal",40,8,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Rosca Direta na Barra W",,"",2,"normal",40,8,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Rosca Direta na Barra W",,"",3,"normal",40,8,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Rosca Direta na Barra W",,"",4,"normal",40,8,,,
"Treino 3 e c","11 Fev 2025, 20:52","11 Fev 2025, 22:51","","Rosca Direta na Barra W",,"",5,"normal",40,6,,,
"Treino 3 e c","10 Fev 2025, 19:03","10 Fev 2025, 20:08","","Levantamento Terra (Barra)",,"",0,"normal",60,10,,,
"Treino 3 e c","10 Fev 2025, 19:03","10 Fev 2025, 20:08","","Levantamento Terra (Barra)",,"",1,"normal",105,5,,,
"Treino 3 e c","10 Fev 2025, 19:03","10 Fev 2025, 20:08","","Levantamento Terra (Barra)",,"",2,"normal",130,4,,,
"Treino 3 e c","10 Fev 2025, 19:03","10 Fev 2025, 20:08","","Levantamento Terra (Barra)",,"",3,"normal",130,4,,,
"Treino 3 e c","10 Fev 2025, 19:03","10 Fev 2025, 20:08","","Levantamento Terra (Barra)",,"",4,"normal",130,4,,,
"Treino 3 e c","10 Fev 2025, 19:03","10 Fev 2025, 20:08","","Supino (Barra)",,"",0,"normal",60,6,,,
"Treino 3 e c","10 Fev 2025, 19:03","10 Fev 2025, 20:08","","Supino (Barra)",,"",1,"normal",80,3,,,
"Treino 3 e c","10 Fev 2025, 19:03","10 Fev 2025, 20:08","","Supino (Barra)",,"",2,"normal",80,3,,,
"Treino 3 e c","10 Fev 2025, 19:03","10 Fev 2025, 20:08","","Tríceps na Paralela (Com Peso)",,"",0,"normal",18,5,,,
"Treino 3 e c","10 Fev 2025, 19:03","10 Fev 2025, 20:08","","Tríceps na Paralela (Com Peso)",,"",1,"normal",18,5,,,
"Treino 3 e c","10 Fev 2025, 19:03","10 Fev 2025, 20:08","","Tríceps na Paralela (Com Peso)",,"",2,"normal",18,5,,,
"Treino 3 e c","10 Fev 2025, 19:03","10 Fev 2025, 20:08","","Tríceps na Paralela (Com Peso)",,"",3,"normal",18,5,,,
"Sbd de sexta","8 Fev 2025, 14:45","8 Fev 2025, 16:15","","Agachamento (Barra)",,"",0,"normal",60,6,,,
"Sbd de sexta","8 Fev 2025, 14:45","8 Fev 2025, 16:15","","Agachamento (Barra)",,"",1,"normal",80,5,,,
"Sbd de sexta","8 Fev 2025, 14:45","8 Fev 2025, 16:15","","Agachamento (Barra)",,"",2,"normal",110,4,,,
"Sbd de sexta","8 Fev 2025, 14:45","8 Fev 2025, 16:15","","Agachamento (Barra)",,"",3,"normal",135,2,,,
"Sbd de sexta","8 Fev 2025, 14:45","8 Fev 2025, 16:15","","Agachamento (Barra)",,"",4,"normal",135,2,,,
"Sbd de sexta","8 Fev 2025, 14:45","8 Fev 2025, 16:15","","Supino (Barra)",,"",0,"normal",40,8,,,
"Sbd de sexta","8 Fev 2025, 14:45","8 Fev 2025, 16:15","","Supino (Barra)",,"",1,"normal",70,6,,,
"Sbd de sexta","8 Fev 2025, 14:45","8 Fev 2025, 16:15","","Supino (Barra)",,"",2,"normal",90,2,,,
"Sbd de sexta","8 Fev 2025, 14:45","8 Fev 2025, 16:15","","Supino (Barra)",,"",3,"normal",90,2,,,
"Sbd de sexta","8 Fev 2025, 14:45","8 Fev 2025, 16:15","","Levantamento Terra (Barra)",,"",0,"normal",60,10,,,
"Sbd de sexta","8 Fev 2025, 14:45","8 Fev 2025, 16:15","","Levantamento Terra (Barra)",,"",1,"normal",100,5,,,
"Sbd de sexta","8 Fev 2025, 14:45","8 Fev 2025, 16:15","","Levantamento Terra (Barra)",,"",2,"normal",140,3,,,
"Sbd de sexta","8 Fev 2025, 14:45","8 Fev 2025, 16:15","","Levantamento Terra (Barra)",,"",3,"normal",170,2,,,
"Sbd de sexta","8 Fev 2025, 14:45","8 Fev 2025, 16:15","","Levantamento Terra (Barra)",,"",4,"normal",170,2,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Cadeira Flexora (Máquina)",,"",0,"normal",50,15,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Cadeira Flexora (Máquina)",,"",1,"normal",100,8,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Cadeira Flexora (Máquina)",,"",2,"normal",100,8,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Cadeira Flexora (Máquina)",,"",3,"normal",100,8,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Cadeira Flexora (Máquina)",,"",4,"normal",100,8,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Flexão de Pernas em Pé",,"",0,"normal",37.5,8,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Flexão de Pernas em Pé",,"",1,"normal",37.5,8,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Flexão de Pernas em Pé",,"",2,"normal",37.5,8,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Leg Press 45º (Máquina)",,"",0,"normal",200,12,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Leg Press 45º (Máquina)",,"",1,"normal",320,6,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Leg Press 45º (Máquina)",,"",2,"normal",320,6,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Leg Press 45º (Máquina)",,"",3,"normal",320,6,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Elevação Pélvica (Barra)",,"",0,"normal",100,12,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Elevação Pélvica (Barra)",,"",1,"normal",230,6,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Elevação Pélvica (Barra)",,"",2,"normal",230,6,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Elevação Pélvica (Barra)",,"",3,"normal",230,6,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Agachamento Búlgaro",,"",0,"normal",30,8,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Agachamento Búlgaro",,"",1,"normal",30,8,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Agachamento Búlgaro",,"",2,"normal",30,8,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Cadeira Extensora (Máquina)",,"",0,"normal",58,12,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Cadeira Extensora (Máquina)",,"",1,"normal",58,12,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Cadeira Extensora (Máquina)",,"",2,"normal",58,12,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Cadeira Extensora (Máquina)",,"",3,"normal",58,12,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",0,"normal",100,12,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",1,"normal",100,10,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",2,"normal",100,8,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",3,"normal",100,8,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",4,"normal",100,8,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Abdominal Na Máquina",,"",0,"normal",27,15,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Abdominal Na Máquina",,"",1,"normal",65,8,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Abdominal Na Máquina",,"",2,"normal",65,8,,,
"Treino b, full leg day","6 Fev 2025, 19:49","6 Fev 2025, 22:08","","Abdominal Na Máquina",,"",3,"normal",66,8,,,
